adm0,date,quantile,R_eff,active_asymptomatic_cases,case_reporting_rate,cumulative_cases,cumulative_deaths,cumulative_deaths_per_100k,cumulative_reported_cases,cumulative_reported_cases_per_100k,current_hospitalizations,current_hospitalizations_per_100k,current_icu_usage,current_vent_usage,daily_cases,daily_deaths,daily_hospitalizations,daily_reported_cases,doubling_t,total_population
US,2020-11-03,0.35,1.0419953502641397,316721.94808257674,0.7349299975533111,14989628.308602605,232054.9199688499,70.12215196597514,9085952.898283614,2745.585269102077,47192.12668182973,14.260475404809467,15444.449011155888,11667.269592871417,94176.69972023267,953.6168059351534,2815.1983528847827,63805.107819435114,165.35735229327767,330929547.17283666
US,2020-11-03,0.4,1.0425321051972356,332987.93774557626,0.7365017826160325,15022087.880317282,232532.7407055024,70.26653941663783,9094706.53050401,2748.2304340005207,48560.11561722076,14.67385310017632,15862.40825647852,12074.378101378032,95683.11764910769,977.2291144299437,2926.315757240587,64858.27152791463,170.15617282921002,330929547.17283666
US,2020-11-03,0.45,1.043043643423611,350283.8773763069,0.7379076944008001,15055538.413969126,233068.40127820906,70.4284048581745,9103638.836961357,2750.929590523006,50218.230102264686,15.174900679399562,16412.422009364705,12450.802896821242,97135.8704760594,1001.9517571801576,3027.610508687191,65786.70859346511,174.9697318032367,330929547.17283666
US,2020-11-03,0.5,1.0435083589817928,367067.9514707568,0.7393804116105116,15087618.828725435,233551.88390657786,70.57450321430476,9111700.660472937,2753.3657052732465,51914.52366519626,15.68748517885667,16949.457191090343,12886.472181763145,98598.40660449248,1031.8361270354164,3165.10433205491,66663.9514203736,179.5526266617292,330929547.17283666
US,2020-11-03,0.55,1.0440106333036294,386627.5261656669,0.7408539675667275,15118871.768823165,234046.6588142936,70.72401386149319,9119730.485762917,2755.7921508289787,53653.47941635033,16.212961300892356,17598.588238971068,13365.489641318709,99895.85477496113,1054.1122780054434,3276.570801167727,67542.00487402911,185.89874321850237,330929547.17283666
US,2020-11-03,0.6,1.0444608726441027,403423.3839642197,0.7421802819203339,15157306.391989214,234525.0675912339,70.86857900565373,9127800.268366527,2758.230670650661,55562.60212123968,16.789858323596786,18340.861021565182,13924.844005066121,100988.00178013806,1078.8521458420655,3421.514558708447,68426.53307087078,192.46747531934105,330929547.17283666
US,2020-11-03,0.65,1.044884317286003,422628.86336777627,0.7436058290926473,15190582.391023556,235027.15506766524,71.02029935843598,9136231.987940464,2760.778560268245,58219.25819714727,17.592644324001906,19107.019167554536,14603.609091510352,102292.61301935006,1103.6152190262821,3587.181522023059,69246.9159748051,201.22422342125256,330929547.17283666
US,2020-11-03,0.7,1.0454180224097045,442838.2092548281,0.7449814076840358,15225358.989517413,235562.10092611864,71.18194882824714,9145194.366580887,2763.486803976609,60921.98231442678,18.409351124699864,19990.882419726047,15297.974200601433,103682.12655513716,1131.9191897718347,3785.557316471389,70190.46702366209,211.946097173754,330929547.17283666
US,2020-11-03,0.75,1.0460517410653234,465436.22247248143,0.7465845154297001,15269532.249096807,236075.06286757853,71.33695521732366,9155029.192279652,2766.4586829710297,64184.82900957213,19.395315274175232,21059.94848266634,16062.148597163796,105075.73461093439,1154.3143690895627,3995.784392924701,71318.662878317,224.9620273725124,330929547.17283666
US,2020-11-03,0.8,1.046695835425589,490216.9960807969,0.7483327188093462,15315007.16541019,236609.2191225068,71.49836608543491,9164349.262976924,2769.275013751069,67869.43963242583,20.508727677005893,22429.136550985728,17044.104008123308,106947.19493729793,1178.109137912445,4274.440385584032,72463.13611826843,245.76054997094283,330929547.17283666
US,2020-11-03,0.85,1.0474449652470768,518868.42262223776,0.7503594028760204,15367388.264662465,237301.49419339004,71.70755715851902,9176938.998349743,2773.0793689319153,72906.7243587953,22.030889952754148,24091.09168771352,18361.055854750142,109185.6300718105,1209.8757152087826,4647.21013751757,73831.65980081707,274.1461274960704,330929547.17283666
US,2020-11-03,0.9,1.048369548098711,555402.9764421072,0.7530908101391375,15442146.319929035,238034.6262980921,71.92909437420897,9193141.317346193,2777.9753714602075,80032.82728157418,24.18424947705709,26432.47281927722,19949.73758841796,112093.90512243962,1240.6475486583706,5179.140193377087,75869.288027477,332.1572058219145,330929547.17283666
US,2020-11-03,0.95,1.0497612196424269,612839.0120652213,0.7568413842943273,15542085.25943274,238971.77055264628,72.2122798022133,9217357.080764098,2785.2928695877645,91027.33431045244,27.50655995758245,29909.81455162728,22554.313655811788,116065.54924928285,1280.0111426594556,5955.55412289549,78433.90016952834,482.2486774336142,330929547.17283666
US,2020-11-03,0.975,1.0509012723182087,665565.895962645,0.7597595688836305,15641596.330289075,239559.84507657922,72.38998364551072,9234693.755241374,2790.5316506592603,98480.32765745305,29.758698943258487,32685.45454903971,25122.421109727202,118700.95999696887,1313.908169649754,6643.650088124204,80471.42308422788,780.9890774480784,330929547.17283666
US,2020-11-03,0.99,1.052364354347135,714498.9826310612,0.7631901334243142,15763660.44098384,240236.0467032416,72.5943176593331,9253063.966653787,2796.0827450143433,109717.73856878662,33.154409905708306,36165.55429045201,27491.019270692086,122332.26306189256,1344.2826627595387,7350.09129882552,82866.53123199349,1430.4697563111554,330929547.17283666
US,2020-11-04,0.01,1.0351608677098412,161308.96255220342,0.7109549025793863,14606346.702044373,228985.92819610145,69.19476672674001,9005495.483656451,2721.272718193729,34928.82152437184,10.554760619827439,10903.507384563592,7885.459295512492,73457.6554333102,773.302026382133,1909.2172445904807,49717.279515671406,127.45195321701824,330929547.17283666
US,2020-11-04,0.025,1.0362024940696597,179635.86824391293,0.71578345133414,14685102.138804492,229289.11460863487,69.2863833306739,9030817.65727241,2728.924550383477,36561.19752049998,11.048030565069165,11583.479704660374,8428.907471379922,76913.62041098955,792.5608607092422,2039.9142657922027,52210.17623092945,132.07000330431217,330929547.17283666
US,2020-11-04,0.05,1.0373366714611958,195827.2090634382,0.7201086474250529,14769201.650914388,229722.69078903052,69.41740100017472,9054773.095733637,2736.1633837441964,38094.01710611992,11.51121664159662,12160.733110144609,8941.082053839244,80571.32343566,822.1868376214763,2152.8015344020278,54705.21159682469,136.45246483398893,330929547.17283666
US,2020-11-04,0.1,1.038568526782452,220718.76656482086,0.7245213546986824,14860989.298196254,230360.8543416927,69.61024070219413,9083308.61601229,2744.786222207077,40205.324780138966,12.149209740749034,12941.443257203071,9556.212431631291,84756.28597933035,856.5603926450915,2312.6261445499304,57472.61980779313,142.46163371120468,330929547.17283666
US,2020-11-04,0.15,1.039560996257815,240660.0351263297,0.7272434889155254,14923088.707407175,230863.62708461663,69.76216812820344,9102296.786486937,2750.524050889001,41871.088827077234,12.652568857869001,13516.333749021565,10121.094597646788,87342.86968666254,885.2179019121418,2443.308238637133,59414.05029894909,147.8139804306419,330929547.17283666
US,2020-11-04,0.2,1.0402648200965237,259312.24002357735,0.7294529145694043,14968513.31999011,231406.3476295669,69.92616694595385,9116026.880121257,2754.672998528043,43355.7708409618,13.101208765235489,14119.684113098232,10555.402823073531,89452.57803347449,909.989910502328,2544.7389910796473,60870.554851340225,152.018517173642,330929547.17283666
US,2020-11-04,0.25,1.0408758976592576,278947.16283475986,0.7317040092870469,15013223.65481026,231944.8415248896,70.08888855843092,9128466.150282277,2758.4318862633004,44836.509292944385,13.548657010528991,14584.482399399512,10962.806713020342,91401.29827035435,931.915054382138,2640.645282689777,62109.99812024621,156.32595709125974,330929547.17283666
US,2020-11-04,0.3,1.0414852930733425,297394.62345615786,0.7333933348854549,15051474.608044995,232468.41349914862,70.2471010779028,9140071.564367367,2761.938800101679,46160.58701431892,13.948765653799514,15019.548814387888,11346.86026675882,93024.03949360401,950.3752795783928,2744.638699366945,63264.10195523117,160.80752911931955,330929547.17283666
US,2020-11-04,0.35,1.0419953502641397,319108.99899510486,0.7349299975533111,15086221.545457628,233028.92873716672,70.41647708038025,9150924.820338482,2765.218427461592,47633.580837889036,14.393873634079325,15573.57823136335,11757.712696420456,94713.1731554699,971.9623192659544,2834.4438753723152,64427.36122822287,165.35735229327767,330929547.17283666
US,2020-11-04,0.4,1.0425321051972356,335210.2798662845,0.7365017826160325,15121151.170693817,233506.41785406196,70.56076432247588,9160356.822207477,2768.068581504823,48997.126602961056,14.80590869614039,16012.892385591462,12181.212802024342,96237.38658010509,993.3850876954064,2951.51410226015,65487.537293701935,170.15617282921002,330929547.17283666
US,2020-11-04,0.45,1.043043643423611,352450.49472818174,0.7379076944008001,15151929.898942932,234085.66138077428,70.73579962278704,9169987.115519335,2770.978655082155,50749.96803718839,15.335580781695164,16574.33043675336,12600.118969193862,97771.90618444348,1016.0363814400238,3061.833583456927,66482.25875028601,174.9697318032367,330929547.17283666
US,2020-11-04,0.5,1.0435083589817928,369516.8698870149,0.7393804116105116,15186703.645240538,234583.5052195345,70.88623763686384,9178661.527818972,2773.599881374501,52563.92690388914,15.883721279332073,17133.925749630693,13029.000410379638,99307.47535382336,1040.137360741579,3191.3211092363767,67432.5794514491,179.5526266617292,330929547.17283666
US,2020-11-04,0.55,1.0440106333036294,388734.537137101,0.7408539675667275,15218894.52128153,235104.3419879514,71.04362363423594,9187886.487128584,2776.387471478927,54387.54534694155,16.43478069926957,17820.373138587882,13524.18408307045,100705.62910337208,1062.1400008362762,3304.5712947527522,68307.88434035095,185.89874321850237,330929547.17283666
US,2020-11-04,0.6,1.0444608726441027,406367.14138203225,0.7421802819203339,15257807.71885874,235610.79153155547,71.19666211264644,9196686.878882397,2779.0467661321227,56429.694046446115,17.051875400226564,18615.92812733213,14108.865447244634,101888.28330710254,1082.6156610801474,3452.2179851514393,69266.55890086737,192.46747531934105,330929547.17283666
US,2020-11-04,0.65,1.044884317286003,425166.8421222825,0.7436058290926473,15293076.936862547,236142.5982007027,71.35736298498935,9206496.893517904,2782.0111477412347,59136.25815737921,17.86974256683515,19398.216066147743,14839.674771418977,103297.50973594596,1103.7269865078576,3628.9678188027065,70134.69171785384,201.22422342125256,330929547.17283666
