adm0,date,quantile,R_eff,active_asymptomatic_cases,case_reporting_rate,cumulative_cases,cumulative_deaths,cumulative_deaths_per_100k,cumulative_reported_cases,cumulative_reported_cases_per_100k,current_hospitalizations,current_hospitalizations_per_100k,current_icu_usage,current_vent_usage,daily_cases,daily_deaths,daily_hospitalizations,daily_reported_cases,doubling_t,total_population
US,2020-10-28,0.01,1.054074297890192,160123.15479688483,0.8616618606020237,11925717.566550007,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,36335.43307133891,10.979809262048683,10405.494935055423,7409.626780496886,98017.06928123986,996.2244258873944,0.0,77988.70977992688,97.80896301545091,330929547.17283684
US,2020-10-28,0.025,1.0558950280503578,176980.03151179847,0.8616860906576711,11926358.679226184,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,36546.18406814857,11.04349381321981,10746.780881941908,7679.502624981579,98022.97598956057,996.2244258873944,0.0,77988.70977992688,100.22113256033079,330929547.17283684
US,2020-10-28,0.05,1.057220585091636,196969.38470120358,0.8617075065441153,11926843.482559705,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,36767.693168859674,11.110429238781984,11057.81740848435,7943.2140942654105,98027.429345566,996.2244258873944,0.0,77988.70977992688,102.85662604658914,330929547.17283684
US,2020-10-28,0.1,1.058765497919187,222392.36818100236,0.8617338944944648,11927391.756930655,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37004.93455766935,11.182118633348422,11487.916858836998,8342.466924832579,98032.07723896016,996.2244258873944,0.0,77988.70977992688,106.24689645318169,330929547.17283684
US,2020-10-28,0.15,1.0597921497068827,244381.84923928612,0.8617492561301803,11927765.106269075,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37209.22173211229,11.243849952352175,11716.589715117489,8572.419417643068,98035.3627001156,996.2244258873944,0.0,77988.70977992688,109.3025017173662,330929547.17283684
US,2020-10-28,0.2,1.0605836128965234,264194.8144717946,0.8617637452012469,11928064.200881034,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37389.5600312013,11.29834442122921,11926.797457096365,8778.0681402936,98037.96292016949,996.2244258873944,0.0,77988.70977992688,111.9295898834358,330929547.17283684
US,2020-10-28,0.25,1.0613267636623829,283524.7674363076,0.8617745710033008,11928341.811225528,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37514.69858915864,11.336158680797872,12092.2688393502,8986.574467347084,98040.32591461932,996.2244258873944,0.0,77988.70977992688,114.26713824405844,330929547.17283684
US,2020-10-28,0.3,1.0619561410339098,302141.65260976163,0.8617849259385493,11928603.316269765,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37660.13073499663,11.380105238934018,12241.149216065403,9118.259388857248,98042.48838759627,996.2244258873944,0.0,77988.70977992688,116.65949674355684,330929547.17283684
US,2020-10-28,0.35,1.062492550971083,320623.65533220663,0.8617950926002229,11928823.055884784,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37801.302152623066,11.422764293960226,12410.281872660813,9269.636729121406,98044.56849042882,996.2244258873944,0.0,77988.70977992688,119.1757240007588,330929547.17283684
US,2020-10-28,0.4,1.063082926685072,337862.2480443536,0.8618037632544696,11929045.827766372,226545.99999999962,68.4574713667619,8819198.000000006,2664.9775081564244,37963.19934027064,11.471686243973654,12531.108017104949,9411.334057404505,98046.34547990473,996.2244258873944,0.0,77988.70977992688,121.86913926431956,330929547.17283684
